yr_built,bedrooms,bathrooms,sqft_living,waterfront,view,condition,grade,price
1977,3,1.75,1640,0,0,3,8,471000
1950,3,1,1540,0,0,4,7,350000
1976,4,2.5,2370,0,0,3,8,530000
1991,4,3,1830,0,0,3,7,415000
1986,4,2.25,2330,0,0,3,8,639500
1976,4,2.75,2240,0,0,4,8,580379
2009,2,2.5,1700,0,0,3,8,378000
1969,3,2.25,1750,0,0,4,7,265000
1967,3,1.75,1100,0,0,4,6,212000
1998,4,3,2320,0,2,3,8,400000
1997,4,2.5,2540,0,0,3,8,750000
1968,5,2.5,3090,0,0,3,8,384900
1969,2,1,770,0,0,5,6,176000
2002,3,2.75,2370,0,0,3,7,350000
1977,3,1,1200,0,0,4,6,168000
1908,4,2,2200,0,0,3,7,358000
1975,3,2.75,2660,0,0,4,8,580000
1977,3,1.75,1600,0,0,3,7,442500
2004,2,2.5,1330,0,0,3,8,515000
1958,5,2.5,3440,0,2,4,8,554000
1996,3,2.5,2510,0,0,3,9,659000
1963,4,2.5,2150,0,0,3,7,414999
1983,3,1.5,1180,0,0,3,6,275000
1951,2,1,680,0,0,4,5,193000
2002,4,2.5,2840,0,0,3,9,525000
1985,3,2.5,1820,0,0,3,8,424000
1908,2,1,1070,0,0,4,6,455000
1943,2,1,1250,0,1,4,7,463000
1960,4,2.5,2190,0,3,3,7,1.10E+06
1963,3,1.75,3000,0,0,4,8,523000
1959,4,1.75,2270,0,0,4,8,615000
1991,4,4,4500,0,0,3,12,1.52E+06
1900,5,4,3400,0,0,3,8,870000
1991,3,2.5,2830,0,0,3,10,710000
1967,3,1,960,0,0,5,7,215000
1920,2,1,1530,0,0,4,7,590000
1962,5,2.5,2500,0,0,3,7,323000
1966,4,2,1560,0,0,4,7,279000
1973,3,2.25,2070,0,0,3,8,535100
1959,5,2.25,2710,0,0,5,9,830000
2002,4,2.5,3150,0,0,3,9,815000
1975,3,2.25,1880,0,0,3,8,535900
1955,3,1,1250,0,0,3,7,230000
1969,4,1.75,2290,0,0,4,7,325500
1997,3,2.25,1990,0,0,3,7,359000
1999,3,2.5,2100,0,2,3,8,505000
1958,3,1,940,0,0,5,7,253905
1965,3,1.75,1640,0,0,3,8,369950
1995,3,2.25,1860,0,0,3,7,350000
2001,4,2.25,2100,0,0,3,8,650000
1925,3,1.75,1500,0,0,3,6,295000
1948,3,1.75,1680,0,3,3,8,620000
2009,2,2.5,3900,0,0,3,12,2.00E+06
1944,3,1,1400,0,0,3,6,246000
1965,3,2.75,2600,0,0,3,7,430000
1921,3,2,1440,0,0,2,6,509990
1962,4,1.75,1870,0,0,4,7,490000
1979,4,2.75,2960,0,1,3,8,385000
1999,4,2.5,2440,0,0,3,9,769000
1960,2,1,1122,0,0,4,6,185000
1973,3,1.5,1060,0,0,4,7,303500
1957,4,2.5,2150,0,0,3,8,468000
1978,4,2.5,3100,0,0,3,9,449950
1999,2,1.5,880,0,0,3,7,235000
1985,4,2.5,2490,0,0,3,9,520000
1951,2,1,1080,0,0,3,6,203000
1960,5,2.5,2530,0,0,4,7,657000
1954,3,1,1200,0,0,4,7,275000
1991,4,2.25,2850,0,0,3,9,540000
2005,4,2.5,2950,0,0,3,7,455000
1941,2,1.75,1160,0,0,3,7,458500
2003,4,3.5,3420,0,0,3,10,549900
1923,3,1.75,2240,0,0,5,8,750000
1962,4,1.75,1450,0,0,3,7,235000
1989,4,2.5,1820,0,0,5,7,286000
1958,4,3.5,4700,0,3,3,11,2.65E+06
1963,4,1.75,2430,0,0,4,7,602000
1915,3,1.5,1960,0,0,3,7,640000
1977,3,1.75,1440,0,0,4,8,267000
2001,4,2.5,2730,0,0,3,8,712000
1923,2,1,910,0,0,3,5,244500
1923,2,1,910,0,0,3,5,301000
1919,4,2.5,2430,0,0,4,8,990000
1999,4,2.75,3350,0,0,3,10,739999
1910,4,1.75,2320,0,0,3,7,480000
2009,3,2.5,1260,0,0,3,8,305000
1932,3,2,1980,0,0,4,8,703300
1971,4,1.5,1580,0,0,4,7,265000
1992,4,2.5,2710,0,2,3,9,600000
1968,3,1,1400,0,0,3,7,253000
1997,4,2.5,2410,0,0,3,8,617950
2000,4,3.25,1790,0,0,4,7,385000
1967,3,2,1640,0,0,5,7,319000
1960,3,2.5,1670,0,0,5,7,696000
1932,2,1,970,0,0,4,6,345000
2002,3,2.5,1610,0,0,3,7,380000
1947,4,1.75,2060,0,0,4,8,647500
1997,3,2.5,3570,0,0,3,9,725000
1989,3,1.75,1400,0,0,4,7,269950
1995,4,2.5,3470,0,0,3,10,875000
1955,3,1,1210,0,0,3,7,299950
2006,4,3.25,3930,0,0,3,10,1.88E+06
1947,2,1,990,0,0,3,7,430000
1989,5,2.5,2200,0,0,3,8,495000
1970,3,1.5,1510,0,0,3,7,275000
1964,3,1,1620,0,0,3,7,333000
1986,3,2.25,1580,0,0,4,7,247000
1983,3,1.75,1260,0,0,4,7,204555
1994,3,2,2190,0,0,4,9,432000
1962,3,1.75,1230,0,0,4,7,175000
1968,4,2.5,2030,0,0,4,7,556300
1930,2,1,780,0,0,4,5,286000
2000,2,1.5,1110,0,0,3,8,320000
1991,3,2.5,2790,0,0,4,9,815000
1980,4,1.75,1660,0,0,3,7,385000
1910,4,1,3410,0,0,5,8,1.04E+06
1987,4,2.25,2390,0,0,3,8,350000
1998,4,2.5,1850,0,0,3,8,277000
1966,6,2,2500,0,0,3,8,415000
1951,3,1,1000,0,0,5,6,295000
1919,4,2,2450,0,4,5,8,969000
1947,4,1.75,1440,0,0,5,6,339888
1996,3,2.25,1660,0,0,3,7,269950
2006,3,2.5,2510,0,2,3,10,1.19E+06
1998,4,2.5,3090,0,0,4,10,780000
1968,3,1,860,0,0,4,6,198000
1953,2,1,1220,0,0,4,7,350000
1967,3,1,1010,0,0,4,7,350000
1990,4,2.25,2390,0,0,3,8,319000
1973,4,2.25,3340,0,0,4,8,311000
2004,5,3.25,3620,0,0,3,8,394000
1906,5,2.25,4200,0,0,4,9,1.34E+06
1959,5,2.75,3831,1,4,3,9,2.70E+06
1949,3,1,1980,0,0,3,7,396000
1976,4,1.75,1790,0,0,4,8,809000
1977,3,2,1580,0,0,3,7,480000
1913,6,1.75,2460,0,0,4,7,535000
1947,5,2.75,2110,0,0,3,7,425000
2006,3,2.5,1470,0,0,3,8,408000
1966,4,2.5,3510,0,0,4,10,1.26E+06
1947,1,0.75,520,0,0,4,6,310000
1996,3,2.5,1950,0,0,3,8,292000
1942,2,1,770,0,0,4,6,217000
2005,4,2.5,2250,0,0,3,8,398500
1930,3,3,4040,0,2,4,9,2.25E+06
1955,4,1.75,2360,0,0,3,7,700000
1989,4,2.5,2330,0,0,3,9,585000
1954,3,1,1720,0,0,4,7,399950
1980,3,1.75,1900,0,0,3,6,235000
1951,3,1,1040,0,0,5,6,212000
1982,3,2,2070,0,0,3,8,310000
1982,3,2,2070,0,0,3,8,539000
2001,3,3,1550,0,0,3,8,390000
1976,3,2.5,2020,0,0,4,9,560000
1999,5,2.5,3320,0,0,3,9,800000
1978,4,3.25,4130,0,0,3,11,1.90E+06
1963,5,2,2030,0,0,3,7,472000
1958,3,1.75,1770,0,0,4,7,502550
2004,4,3.25,3330,0,0,3,9,830000
1965,4,2.5,2260,0,0,4,7,224950
1997,3,2.5,1950,0,0,3,8,375000
1983,3,2.5,2930,0,0,3,9,645000
1926,3,2.75,1960,0,0,5,7,599000
1996,4,2.5,2980,0,0,3,9,515000
1948,2,1,780,0,0,4,5,135000
2000,3,2.5,1650,0,0,3,8,485000
1975,3,3.25,4030,0,0,4,9,890000
1972,3,1,1010,0,0,4,7,215000
1981,3,1,1190,0,0,3,7,299500
1951,2,1,1050,0,0,4,7,800000
2002,3,2.5,1560,0,0,3,7,275000
1963,3,1.5,1490,0,0,3,7,256400
1948,2,1,770,0,0,4,6,310000
1954,1,1,620,0,0,3,6,385000
1963,3,1.5,1200,0,0,3,7,203000
1954,4,2,2120,0,0,3,7,285000
1999,3,2.5,2330,0,0,3,8,473975
1978,3,1.75,2000,0,0,4,8,320000
1967,5,2.75,2820,0,0,3,7,599000
1925,3,2,2040,0,0,4,7,580000
1999,4,2.25,1700,0,0,3,7,269500
1954,2,1,820,0,0,4,6,274000
1974,2,1.75,1315,0,0,4,8,347000
1957,3,1.75,1390,0,0,3,6,270000
1949,3,2,1890,0,2,3,8,1.43E+06
1993,3,1.75,1460,0,0,3,7,220000
1955,3,1,1480,0,2,4,8,243000
1925,3,1.75,1840,0,0,5,7,457500
1951,2,1.75,1880,0,0,3,7,340000
1912,4,1.5,1910,0,0,3,7,657500
1998,4,2.5,2220,0,0,3,7,332500
1993,3,2,1410,0,3,3,6,340000
1959,4,3,3380,0,1,3,8,350000
1966,4,2.5,1950,0,0,5,7,428000
1999,4,2.5,2400,0,0,3,8,515055
1972,3,1.75,1560,0,0,4,8,450000
1943,3,1,1040,0,0,3,6,190000
1919,4,2.75,3090,0,0,4,8,1.00E+06
2005,3,2.5,1850,0,0,3,7,299000
1927,2,1,1200,0,2,3,7,508000
2005,4,2.25,2190,0,0,3,8,294000
1918,2,1,1380,0,0,3,7,320000
1996,5,2.75,3710,0,0,3,9,641000
1978,3,2.5,2320,0,0,4,8,675000
1964,3,1.5,1110,0,0,5,7,255000
2004,3,2.5,1830,0,0,3,7,286651
1969,4,2.5,2460,0,0,4,8,607500
1956,3,1,1270,0,0,4,7,765000
1961,4,1.75,1700,0,0,3,8,334950
1952,3,1,1130,0,0,5,7,426000
1946,3,1.75,1640,0,0,4,7,775000
1953,2,1.5,1040,0,0,5,6,343000
1986,4,2.5,2320,0,0,3,8,470101
1958,3,1.5,1200,0,0,4,7,195000
1928,4,1,1720,0,2,3,7,772500
1954,3,1.5,2330,0,0,3,8,450000
2001,4,3.75,4410,0,3,3,11,1.44E+06
1970,4,1.75,1650,0,0,3,8,525000
1980,3,1.5,1370,0,0,3,7,280000
1986,3,2.5,1770,0,0,3,7,270000
2005,3,2.25,1410,0,0,3,8,406100
1987,2,1.75,1710,0,0,3,7,332544
1947,2,1,790,0,0,3,6,110000
1921,6,2.25,2770,0,0,3,8,685000
1951,4,1,1260,0,0,5,7,461000
1979,3,2.25,2300,0,0,4,8,615000
1926,2,1,1070,0,0,4,7,550000
1995,4,3.5,3850,0,1,3,11,1.06E+06
1993,3,2.5,2320,0,0,4,8,685000
1962,5,2.5,2870,0,0,4,8,1.56E+06
2003,4,2.5,1830,0,0,3,7,312000
1977,3,1.75,1990,0,0,3,8,507500
1966,3,1,1110,0,0,3,7,217000
1981,3,2.25,1830,0,3,4,7,439000
2004,6,3.5,3600,0,0,3,8,620000
1998,4,2.5,3210,0,0,3,10,915000
1977,4,2,1490,0,0,3,7,425000
1947,2,1,990,0,0,3,7,435000
1996,3,2.25,1646,0,0,3,7,305000
1918,2,1,720,0,0,3,6,276000
1990,3,2.25,2310,0,0,3,8,327500
2003,3,2.5,2670,0,0,3,9,810000
1994,3,3.25,3060,0,0,3,10,715000
1963,3,1.5,1380,0,0,4,7,272000
1949,2,1,700,0,0,5,6,266000
1944,3,1.5,1710,0,2,3,7,543000
1984,3,2.5,1450,0,0,3,8,400000
1961,5,2.25,2060,0,0,4,7,509500
1997,3,3.5,2380,0,3,3,8,495000
2001,4,2.5,2760,0,0,3,7,424950
1957,3,1,940,0,0,3,7,230000
1951,4,1.5,1760,0,0,3,7,235000
1942,3,2,1360,0,2,4,6,763000
1939,3,1.75,2010,0,0,5,7,350000
1917,3,1.5,2160,0,2,5,8,900000
1973,3,1,930,0,0,4,6,250000
2004,3,2.5,1020,0,0,3,7,225000
1974,2,2,1360,0,0,3,8,255000
1974,4,1.75,1720,0,0,3,7,161700
1988,3,3,1790,0,0,3,7,336000
1954,3,1,1150,0,0,3,7,410500
1968,4,3.5,2710,0,0,4,8,502700
1977,3,2.5,2400,0,0,5,7,505000
1910,3,1,1660,0,0,3,7,250000
1910,3,1,1660,0,0,3,7,570000
1994,4,2.5,2290,0,0,3,8,349900
1988,3,2.5,2870,0,0,3,10,465000
1989,4,3.25,4240,0,3,3,10,625000
1952,3,1.75,1800,0,0,3,7,655000
1946,4,1.75,2960,0,0,4,8,469000
1964,3,2.25,1980,0,0,3,8,355000
2001,3,2.5,1730,0,0,3,8,596000
1986,4,2.5,3020,0,0,3,9,790000
1991,4,2.25,4470,0,0,3,10,885000
1912,4,3.25,2830,0,0,3,9,1.03E+06
1941,4,1.75,2120,0,0,4,8,710000
1988,3,2.5,2150,0,0,3,8,428040
1959,5,2.25,3510,0,2,3,8,1.37E+06
1924,2,1,970,0,0,3,7,546000
1951,4,1,1360,0,0,5,7,540000
1985,3,2.5,1470,0,0,3,7,435000
1984,4,2.25,3040,0,0,4,8,540000
1918,2,1,860,0,0,3,7,284000
1942,2,1,820,0,0,5,5,208000
1977,3,1.75,1900,0,0,3,7,315000
1910,2,1,1330,0,0,3,6,417500
1978,3,1.75,1240,0,0,3,7,345000
2004,3,2.5,1330,0,0,3,8,375000
1959,3,1.75,1880,0,0,3,7,389800
1973,3,1.75,1890,0,0,3,8,475000
1980,4,2.25,2250,0,0,3,8,569000
1999,5,4.25,4650,0,0,3,10,985000
1987,3,2.5,1830,0,0,3,8,532000
1951,2,1,720,0,0,5,6,280000
1963,4,2,1960,0,0,4,7,435000
1952,3,1,1220,0,0,3,6,223000
1947,2,1,1800,0,0,4,7,390000
1981,3,1.75,1340,0,0,3,7,315000
1982,3,3,1740,0,0,3,7,612000
1922,3,1.75,1680,0,0,5,7,591000
1968,4,2.25,3220,0,0,3,8,800000
1990,3,2,1610,0,0,3,8,225000
1993,2,3,3160,0,0,3,7,589900
1979,4,2.5,2520,0,0,3,8,565000
1940,3,1.5,2120,0,0,3,7,650000
1951,3,2.5,2090,0,0,3,8,499000
1959,3,1,1330,0,0,3,5,280000
1944,3,2.5,2420,0,2,4,8,649950
1954,3,1.75,1510,0,0,4,7,420000
2003,4,2.5,2120,0,0,3,7,319990
1992,3,2,1850,0,0,3,7,265000
1984,3,1.75,2300,0,0,3,7,482000
1956,3,2.25,2600,0,2,4,8,452000
1998,4,4.25,5180,0,3,3,12,1.49E+06
1943,2,1,1810,0,0,4,7,375000
1940,5,3,2190,0,0,5,7,588000
1998,4,2.5,2500,0,0,3,9,635000
1997,4,2.5,1890,0,0,3,8,280500
1985,2,1.75,2040,0,0,4,6,210500
1979,3,2,1310,0,0,4,7,196500
1971,5,3.5,4010,0,1,5,9,1.40E+06
1977,3,1.75,1780,0,0,2,7,475000
1987,3,2.5,1980,0,0,4,8,550000
2007,3,3.25,3690,0,0,3,11,1.58E+06
1991,3,1.75,1540,0,0,3,7,240000
1934,3,1,1130,0,0,3,6,272000
2000,3,2.75,2480,0,0,3,8,408506
1991,3,2.5,2580,0,0,3,9,640000
1995,4,2.5,2010,0,0,3,8,316000
1943,4,2,2320,0,0,3,7,299000
2004,2,2.25,1180,0,0,3,7,447500
2000,4,2.5,3180,0,3,3,9,736500
1924,4,2,2970,0,0,3,8,665000
1975,5,2.5,3050,0,0,4,8,707000
1959,4,1.75,1630,0,0,3,7,215000
1989,3,2.25,1620,0,0,4,7,275000
1983,4,2.25,2170,0,1,4,8,648000
1987,4,2.5,2150,0,0,3,8,415000
1999,3,2,1770,0,0,3,8,690000
1979,4,2.75,2110,0,0,4,7,320000
1956,3,1.75,1590,0,0,4,8,750000
2005,3,2.25,1370,0,0,3,8,355000
1975,3,1.75,1390,0,0,4,7,246000
1968,3,1.75,1640,0,2,4,8,1.16E+06
1986,3,2.5,2670,0,0,3,8,744000
1997,3,3.75,5400,0,0,3,11,1.21E+06
1977,3,2,1690,0,0,3,7,217000
1998,3,2.5,2600,0,1,3,8,583000
1904,2,1.5,1400,0,0,4,7,515000
1965,4,1.75,2140,0,0,4,8,594000
1952,3,1.5,1640,0,0,3,8,303100
1970,3,1.75,1720,0,0,4,7,430000
2004,5,3.25,3060,0,0,3,8,708000
1959,3,1,1150,0,0,3,7,221000
1998,3,2.5,2000,0,0,3,8,325000
1990,0,0,4810,0,0,3,12,1.30E+06
1944,3,1.75,1560,0,0,4,6,385000
2013,3,2.5,2070,0,0,3,8,359500
1984,3,2,1920,0,0,3,7,433000
1948,2,1,1000,0,0,3,7,525000
1928,3,2,1690,0,2,5,7,356200
1974,4,2,3090,0,0,4,7,595000
1923,4,1.5,1790,0,0,4,7,560000
1976,4,3,4750,0,0,5,11,2.18E+06
1951,4,2,2090,0,0,3,7,513000
1901,2,1,680,0,0,4,5,365000
1964,4,1.75,2100,0,0,3,7,368000
1912,4,2.75,2840,0,0,5,8,870000
1984,3,2.25,1470,0,0,3,7,225000
1998,4,4.5,4490,0,2,3,11,1.39E+06
1983,3,1.75,1150,0,0,4,7,177000
1956,3,1.5,1460,0,0,3,7,465000
1976,4,2.75,3150,0,3,3,8,750000
1969,3,1,1090,0,0,3,6,149000
1981,3,2.5,2670,0,3,3,9,605000
1927,3,2,2110,0,0,4,7,725000
2007,4,2.25,1770,0,0,3,7,413900
1938,3,1.5,1510,0,0,3,6,199950
1949,1,1,530,0,0,4,6,400000
1925,3,1.5,2420,0,0,4,8,870000
1989,5,2.5,2490,0,0,4,7,292000
1966,3,1,990,0,0,4,7,225000
1957,4,2,1730,0,0,3,8,466750
1978,2,1.5,1440,0,0,4,8,330000
1967,7,2.25,3260,0,0,5,8,770000
1957,4,2.25,1950,0,1,3,8,802500
2005,5,2.5,2740,0,0,3,8,378800
1997,3,2.75,2940,0,0,3,10,795000
1955,3,2,1200,0,0,3,7,460000
1986,3,2.5,2070,0,0,3,8,567000
1981,3,1.75,1570,0,0,3,7,209950
1943,2,1,1050,0,0,4,7,415000
1967,4,1.5,1830,0,0,3,7,424500
1941,2,1,970,0,0,3,6,261000
1987,3,2.5,2200,0,0,3,8,365000
1911,4,2,1930,0,0,4,7,631000
1978,5,5.5,7050,0,2,4,13,3.80E+06
1992,3,2.5,1790,0,0,3,8,584000
1974,3,1.75,1560,0,0,3,7,310000
1992,4,2.5,2780,0,0,4,10,717000
1907,3,1.5,1720,0,0,3,8,667000
1939,3,1,1640,0,0,3,6,190000
1978,3,2,1730,0,0,3,8,430000
1951,2,1,740,0,0,4,6,213000
1990,3,2.5,2280,0,0,3,8,475000
1988,2,2.75,2090,0,3,4,8,649000
1990,3,2.5,2550,0,0,3,9,715000
1992,4,3.5,3350,0,0,3,11,845000
1980,3,2.5,2770,0,0,3,7,390000
1983,4,3,2860,0,0,3,7,390000
1978,4,1.75,1990,0,0,4,8,328000
1967,3,2.75,1740,0,0,3,7,239999
1968,3,2,1460,0,0,3,7,225000
1979,3,1.75,3670,0,2,4,9,920000
1995,4,2.75,3270,0,0,3,10,940000
1949,3,1,1210,0,0,4,6,465000
1986,3,2,1770,0,0,3,7,241000
2003,4,2.5,1980,0,0,3,8,307550
1976,4,2.5,2650,0,3,4,8,490000
1999,4,2.5,3040,0,0,3,8,647000
1999,4,2.75,3640,0,0,3,10,780000
1992,3,2.5,1810,0,0,3,8,517500
1966,3,2,1380,0,0,4,7,295000
1926,4,1.5,1810,0,0,3,8,560000
1930,5,2,2250,0,0,5,7,319450
2005,4,3.25,3860,0,1,3,9,1.50E+06
1999,4,3,2380,0,0,3,8,340000
1958,3,1,1370,0,0,4,6,249950
1926,3,1,1830,0,0,3,7,499950
1967,4,1.75,1440,0,0,4,8,1.04E+06
1977,4,2.5,2510,0,2,4,9,750000
2006,4,2.5,3230,0,0,3,9,875000
1967,3,1.75,1670,0,0,5,8,678000
1920,2,1,780,0,0,3,6,360000
1971,3,1,1720,0,0,4,7,354900
1967,5,2.5,2260,0,0,3,8,632000
1957,3,1.75,1480,0,0,4,7,350000
1940,3,4,2550,0,2,3,8,990000
2002,4,3.25,3920,0,3,3,11,1.65E+06
2002,4,2.5,2286,0,0,3,8,481000
1920,3,2.5,1500,0,0,5,7,485000
1992,3,2.5,1740,0,0,3,8,477000
1966,5,2.5,2880,0,0,5,8,560000
1963,6,3,2600,0,0,4,8,600000
1975,5,2.75,3320,0,0,4,8,622500
1974,2,2.25,1660,0,0,4,8,410000
2010,3,2.5,1990,0,0,3,7,318200
1993,3,2,1680,0,0,3,7,289000
1982,3,1.75,1570,0,0,3,7,263000
1957,3,1,1150,0,0,4,6,240000
1953,3,1,1270,0,0,3,7,281500
1999,3,3.5,1890,0,0,3,8,587206
2000,2,2.25,1350,0,0,3,7,482000
1967,3,1.75,1650,0,0,3,8,485000
1990,3,2.5,1450,0,0,3,7,309000
1984,3,2.25,1640,0,0,3,7,221000
1975,3,2.5,2030,0,0,4,9,700000
1929,5,3,2420,0,0,5,7,411500
1940,4,3.5,2770,0,0,3,8,285000
1983,4,3,1980,0,0,4,7,395000
1987,2,1.75,1460,0,0,4,7,237950
1981,3,2.5,1610,0,2,4,7,680000
1961,2,1,1010,0,0,3,6,199950
1926,4,3.5,2760,0,2,3,8,765000
1926,2,1,1060,0,0,3,7,515000
1956,3,1.5,1510,0,0,4,7,470000
1937,2,1,880,0,0,3,6,330000
1968,3,2.5,2150,0,0,3,8,284000
1999,3,2.5,1660,0,0,3,7,295000
1981,4,2.5,2160,0,0,4,8,555000
1949,3,1,1370,0,0,3,6,350000
1986,3,2.25,1460,0,0,3,7,240000
1955,3,1.5,1450,0,0,3,7,419900
1924,3,2,1560,0,0,3,7,528000
1963,4,2.5,2480,0,0,4,8,481000
1949,2,1,740,0,0,4,7,304700
1998,4,2.5,2927,0,0,3,10,715000
1956,4,2.75,2260,0,0,4,8,738950
1966,3,1.5,1240,0,0,4,7,215000
1943,6,2,2040,0,0,4,5,300000
1950,3,1.75,1270,0,0,3,6,346000
1996,4,3.5,4370,0,3,3,8,473000
1952,3,1.75,1700,0,0,3,7,500000
1943,2,1.5,1300,0,2,3,7,750000
1967,4,2,1820,0,0,4,8,519900
1949,2,1,880,0,0,4,7,378500
1957,3,1.75,1870,0,0,4,8,314500
1968,3,1.5,1350,0,0,3,7,499950
1929,5,3.5,4870,0,3,5,10,1.74E+06
1999,3,2.5,2460,0,0,3,9,630000
1953,4,1.5,1720,0,0,3,7,360000
1976,2,1.5,2730,0,0,4,8,460000
1922,3,1,1100,0,4,4,6,361000
1959,3,2.25,1810,0,0,4,8,713400
1918,2,1,930,0,0,5,6,445000
1966,4,1.5,1590,0,3,4,7,305000
1975,3,2.75,2710,0,4,3,9,1.43E+06
1962,3,1,1460,0,0,4,6,222000
2005,5,3.25,3400,0,0,3,8,510000
2003,5,3,2920,0,0,3,8,500000
1909,2,1,910,0,0,4,7,605000
1981,3,2,1320,0,0,3,8,393000
2000,4,2.5,2490,0,0,4,9,725000
1950,3,1.75,2220,0,0,3,7,320000
1970,4,1.5,1130,0,0,4,7,210000
2005,4,2.5,2750,0,0,3,9,419900
2006,4,2.5,2240,0,0,3,7,410000
1963,3,2.25,2680,0,1,3,8,721000
1921,2,2,1270,0,0,4,8,605000
1936,3,1.75,1520,0,0,5,7,738000
1972,6,3,2480,0,0,3,8,725000
1977,2,1,960,0,0,3,7,255000
2009,3,2.25,1340,0,0,3,8,303000
1957,3,2.5,1090,0,0,4,7,394950
1949,4,3,2240,0,0,5,7,530000
2004,4,2.5,3740,0,0,3,10,475000
1998,4,2.5,1800,0,0,3,7,250000
1920,3,1,780,0,0,2,6,180000
1919,2,1,1330,0,0,4,7,443500
2004,4,2,1900,0,0,3,8,390000
1975,4,1.75,1570,0,0,3,7,430000
1963,5,4.5,3100,0,0,3,8,460000
2001,3,3.5,2740,0,0,3,9,660000
1974,3,1.75,1570,0,0,3,8,515000
1954,3,2,1330,0,0,4,7,482500
1988,2,1.5,1140,0,0,3,7,305000
1930,4,2.75,1550,0,0,3,9,835000
1998,3,2,1290,0,0,3,7,237000
1985,2,1.5,1510,0,0,4,8,445000
1955,4,2.5,2720,0,0,4,7,710000
1945,3,1,840,0,0,4,5,180000
1996,3,2.5,1850,0,0,3,8,280017
1988,4,2.5,2290,0,0,4,8,436500
2006,4,2.5,3200,0,0,3,9,1.26E+06
1959,3,2.25,1800,0,0,4,7,420000
1944,3,1,860,0,0,3,6,205000
1946,3,1.5,1980,0,0,4,7,570000
1948,4,1.75,2140,0,0,4,7,565000
1978,2,2.5,2410,0,0,3,7,287000
1977,4,1.75,1650,0,0,3,7,260000
1977,4,1.75,1650,0,0,3,7,470000
1989,3,2.5,2410,0,0,4,10,700000
1985,3,1.75,1520,0,0,3,8,249000
1977,3,1.75,2050,0,0,4,7,568000
1904,4,1,1720,0,0,4,7,500000
1980,5,2.5,2390,0,0,4,7,358000
1994,3,2.5,1680,0,0,3,8,225000
1981,3,1,1060,0,0,4,6,275500
2001,3,2.5,1860,0,0,3,8,495000
1940,5,2.25,1750,0,0,3,8,758800
1985,3,1.75,1480,0,0,4,7,280000
1994,3,2.5,1900,0,0,3,8,380500
1910,7,4.5,6210,0,2,5,11,3.20E+06
1958,3,1.75,1440,0,2,3,7,260000
2014,4,2.5,1910,0,0,3,8,630000
1915,3,2,2010,0,0,5,7,875000
1927,3,1,960,0,0,4,6,457500
1954,2,1,1240,0,0,3,7,900000
1954,2,2,870,0,0,4,6,235000
1981,3,2,1400,0,0,4,8,410000
1981,3,3,1850,0,0,3,7,355000
2004,4,4,4270,0,3,3,10,1.30E+06
1948,3,1.75,2260,0,0,3,7,467500
1949,4,4.5,2690,0,0,5,7,500000
1978,4,3.5,2780,0,4,5,10,995000
1956,3,1,1140,0,0,3,7,277000
1947,4,2.25,2900,0,0,3,7,630000
1960,5,2.75,2830,0,0,4,7,628000
1995,5,2.5,2560,0,0,3,8,655000
1950,2,1,1240,0,0,3,7,170000
1967,4,2.5,2100,0,2,4,8,352500
1997,4,2.75,3120,0,0,3,9,615000
1965,3,1,970,0,0,3,7,165000
1966,4,2.5,2300,0,0,4,7,243500
2003,2,1.5,950,0,0,3,7,304000
1959,3,1.5,2110,0,0,3,7,369000
2014,4,2.75,2990,0,0,3,9,779950
1961,4,2.25,2940,0,0,5,7,605000
1994,4,2.5,1860,0,0,3,8,292500
1950,2,1.75,1820,0,0,3,7,500007
2000,4,2.5,1950,0,0,3,8,449999
1996,4,2.5,1890,0,0,3,8,355000
1967,4,3,2710,0,0,4,7,258000
1963,4,2.25,2150,0,0,3,7,380000
2003,4,3,3720,0,0,3,9,650000
2003,4,2.5,2580,0,0,3,9,456500
1948,4,2,1540,0,0,5,7,259950
1964,2,1,1050,0,0,3,6,123000
2014,3,2.25,1210,0,0,3,8,520000
1963,4,2.25,2040,0,0,4,7,506000
1926,3,1,980,0,0,3,7,425000
1974,5,2.5,1990,0,0,4,7,438000
1967,4,2.5,2420,0,0,4,9,1.49E+06
1908,4,2,1240,0,0,3,7,375000
1968,3,2.25,1530,0,0,4,7,337500
1968,4,2.25,2080,0,0,3,7,300000
2005,5,3.25,3570,0,0,3,7,627000
2008,5,4.25,4230,0,0,3,10,1.40E+06
1988,4,2.5,2700,0,0,3,9,674725
1977,3,2.75,2200,0,0,4,7,325000
1982,5,2,1210,0,0,3,7,230000
1962,5,1.75,2140,0,2,4,7,485000
1993,4,2.5,2740,0,2,3,8,315000
2003,3,2.75,1370,0,0,3,8,560000
2002,4,3,2800,0,0,3,8,444000
1977,3,1.5,1060,0,0,5,7,325000
1944,2,1,790,0,0,4,6,118125
1944,2,1,790,0,0,4,6,212000
2006,4,2.5,2820,0,0,3,9,428900
1968,3,2,1850,0,0,3,7,510000
1963,3,1.5,1110,0,0,4,7,416000
1999,4,3,3230,0,0,3,9,950000
1980,3,1.5,1460,0,0,4,7,204000
1910,6,8,12050,0,3,4,13,7.70E+06
1995,4,2.5,3480,0,0,3,11,878000
1996,4,3,3560,0,2,3,9,1.05E+06
1952,2,1,840,0,0,3,6,350000
1957,3,1.75,1820,0,0,4,8,659500
1988,3,2.5,1630,0,0,3,7,395000
